"",".y.","group1","group2","p","p.adj","p.format","p.signif","method"
"338","Desire","2024","2011",0.900496562261268,1,"0.9005","ns","Wilcoxon"
"339","Desire","2024","2018",0.25,1,"0.2500","ns","Wilcoxon"
"340","Desire","2016","2011",0.533333333333333,1,"0.5333","ns","Wilcoxon"
"341","Desire","2016","2018",1,1,"1.0000","ns","Wilcoxon"
"342","Desire","2011","2018",1,1,"1.0000","ns","Wilcoxon"
"343","Hope","2006","2007",0.832752252458808,1,"0.833","ns","Wilcoxon"
"344","Hope","2006","2009",0.969929348257522,1,"0.970","ns","Wilcoxon"
"345","Hope","2006","2008",0.136614041497606,1,"0.137","ns","Wilcoxon"
"346","Hope","2006","2021",0.14478395477184,1,"0.145","ns","Wilcoxon"
"347","Hope","2006","2010",0.190529931772859,1,"0.191","ns","Wilcoxon"
"348","Hope","2006","2012",0.790010938918221,1,"0.790","ns","Wilcoxon"
"349","Hope","2006","2023",0.158429102395014,1,"0.158","ns","Wilcoxon"
"350","Hope","2006","2013",0.197802197802198,1,"0.198","ns","Wilcoxon"
"351","Hope","2006","2014",0.449918027411634,1,"0.450","ns","Wilcoxon"
"352","Hope","2006","2015",0.615384615384615,1,"0.615","ns","Wilcoxon"
"353","Hope","2006","2017",0.516364950016855,1,"0.516","ns","Wilcoxon"
"354","Hope","2006","2019",0.444063251544568,1,"0.444","ns","Wilcoxon"
"355","Hope","2006","2020",0.621226236837117,1,"0.621","ns","Wilcoxon"
"356","Hope","2006","2022",0.606315062436669,1,"0.606","ns","Wilcoxon"
"357","Hope","2006","2024",1,1,"1.000","ns","Wilcoxon"
"358","Hope","2006","2016",1,1,"1.000","ns","Wilcoxon"
"359","Hope","2006","2011",0.683516483516483,1,"0.684","ns","Wilcoxon"
"360","Hope","2006","2018",0.923076923076923,1,"0.923","ns","Wilcoxon"
"361","Hope","2007","2009",0.840385276917785,1,"0.840","ns","Wilcoxon"
"362","Hope","2007","2008",0.186277714747226,1,"0.186","ns","Wilcoxon"
"363","Hope","2007","2021",0.165593395252838,1,"0.166","ns","Wilcoxon"
"364","Hope","2007","2010",0.215833877932828,1,"0.216","ns","Wilcoxon"
"365","Hope","2007","2012",0.692948748950587,1,"0.693","ns","Wilcoxon"
"366","Hope","2007","2023",0.173257442996258,1,"0.173","ns","Wilcoxon"
"367","Hope","2007","2013",0.102564102564103,1,"0.103","ns","Wilcoxon"
"368","Hope","2007","2014",0.511805778463471,1,"0.512","ns","Wilcoxon"
"369","Hope","2007","2015",0.5,1,"0.500","ns","Wilcoxon"
"370","Hope","2007","2017",0.539952835561262,1,"0.540","ns","Wilcoxon"
"371","Hope","2007","2019",0.611488879216306,1,"0.611","ns","Wilcoxon"
"372","Hope","2007","2020",0.957413674323354,1,"0.957","ns","Wilcoxon"
"373","Hope","2007","2022",0.836239706862863,1,"0.836","ns","Wilcoxon"
"374","Hope","2007","2024",0.713962296892902,1,"0.714","ns","Wilcoxon"
"375","Hope","2007","2016",0.512820512820513,1,"0.513","ns","Wilcoxon"
"376","Hope","2007","2011",0.342857142857143,1,"0.343","ns","Wilcoxon"
"377","Hope","2007","2018",1,1,"1.000","ns","Wilcoxon"
"378","Hope","2009","2008",0.336272052680721,1,"0.336","ns","Wilcoxon"
"379","Hope","2009","2021",0.664233667948838,1,"0.664","ns","Wilcoxon"
"380","Hope","2009","2010",0.481460311025528,1,"0.481","ns","Wilcoxon"
"381","Hope","2009","2012",0.945085406014941,1,"0.945","ns","Wilcoxon"
"382","Hope","2009","2023",0.643562753036437,1,"0.644","ns","Wilcoxon"
"383","Hope","2009","2013",0.177777777777778,1,"0.178","ns","Wilcoxon"
"384","Hope","2009","2014",0.741723331035486,1,"0.742","ns","Wilcoxon"
"385","Hope","2009","2015",0.666666666666667,1,"0.667","ns","Wilcoxon"
"386","Hope","2009","2017",0.874635437699107,1,"0.875","ns","Wilcoxon"
"387","Hope","2009","2019",0.87229274251763,1,"0.872","ns","Wilcoxon"
"388","Hope","2009","2020",0.935748197154223,1,"0.936","ns","Wilcoxon"
"389","Hope","2009","2022",0.836238632820342,1,"0.836","ns","Wilcoxon"
"390","Hope","2009","2024",0.720192079325206,1,"0.720","ns","Wilcoxon"
"391","Hope","2009","2016",0.711111111111111,1,"0.711","ns","Wilcoxon"
"392","Hope","2009","2011",0.682828282828283,1,"0.683","ns","Wilcoxon"
"393","Hope","2009","2018",0.888888888888889,1,"0.889","ns","Wilcoxon"
"394","Hope","2008","2021",0.867376497509759,1,"0.867","ns","Wilcoxon"
"395","Hope","2008","2010",0.939741534762572,1,"0.940","ns","Wilcoxon"
"396","Hope","2008","2012",0.335380551795124,1,"0.335","ns","Wilcoxon"
"397","Hope","2008","2023",0.594059467961871,1,"0.594","ns","Wilcoxon"
"398","Hope","2008","2013",0.228571428571429,1,"0.229","ns","Wilcoxon"
"399","Hope","2008","2014",0.681573440023317,1,"0.682","ns","Wilcoxon"
"400","Hope","2008","2015",0.857142857142857,1,"0.857","ns","Wilcoxon"
"401","Hope","2008","2017",0.169623173449395,1,"0.170","ns","Wilcoxon"
"402","Hope","2008","2019",0.271326528386661,1,"0.271","ns","Wilcoxon"
"403","Hope","2008","2020",0.190207526010702,1,"0.190","ns","Wilcoxon"
"404","Hope","2008","2022",0.0982003414123787,1,"0.098","ns","Wilcoxon"
"405","Hope","2008","2024",0.0497078197864396,1,"0.050","*","Wilcoxon"
"406","Hope","2008","2016",0.380952380952381,1,"0.381","ns","Wilcoxon"
"407","Hope","2008","2011",0.101680672268908,1,"0.102","ns","Wilcoxon"
"408","Hope","2008","2018",0.857142857142857,1,"0.857","ns","Wilcoxon"
"409","Hope","2021","2010",0.732874156763261,1,"0.733","ns","Wilcoxon"
"410","Hope","2021","2012",0.470335573305483,1,"0.470","ns","Wilcoxon"
"411","Hope","2021","2023",0.895751245769306,1,"0.896","ns","Wilcoxon"
"412","Hope","2021","2013",0.0333333333333333,1,"0.033","*","Wilcoxon"
"413","Hope","2021","2014",0.983669995067826,1,"0.984","ns","Wilcoxon"
"414","Hope","2021","2015",0.533333333333333,1,"0.533","ns","Wilcoxon"
"415","Hope","2021","2017",0.331404679497197,1,"0.331","ns","Wilcoxon"
"416","Hope","2021","2019",0.295799768258397,1,"0.296","ns","Wilcoxon"
"417","Hope","2021","2020",0.224899364825554,1,"0.225","ns","Wilcoxon"
"418","Hope","2021","2022",0.0885959539732558,1,"0.089","ns","Wilcoxon"
"419","Hope","2021","2024",0.0673739682534149,1,"0.067","ns","Wilcoxon"
"420","Hope","2021","2016",0.266666666666667,1,"0.267","ns","Wilcoxon"
"421","Hope","2021","2011",0.157516339869281,1,"0.158","ns","Wilcoxon"
"422","Hope","2021","2018",0.666666666666667,1,"0.667","ns","Wilcoxon"
"423","Hope","2010","2012",0.444692966005241,1,"0.445","ns","Wilcoxon"
"424","Hope","2010","2023",0.707383480216096,1,"0.707","ns","Wilcoxon"
"425","Hope","2010","2013",0.19047619047619,1,"0.190","ns","Wilcoxon"
"426","Hope","2010","2014",0.635288717552557,1,"0.635","ns","Wilcoxon"
"427","Hope","2010","2015",0.9,1,"0.900","ns","Wilcoxon"
"428","Hope","2010","2017",0.270988700276393,1,"0.271","ns","Wilcoxon"
"429","Hope","2010","2019",0.293110738264149,1,"0.293","ns","Wilcoxon"
"430","Hope","2010","2020",0.204998840439887,1,"0.205","ns","Wilcoxon"
"431","Hope","2010","2022",0.0730772496898875,1,"0.073","ns","Wilcoxon"
"432","Hope","2010","2024",0.031532421683576,1,"0.032","*","Wilcoxon"
"433","Hope","2010","2016",0.238095238095238,1,"0.238","ns","Wilcoxon"
"434","Hope","2010","2011",0.116318464144551,1,"0.116","ns","Wilcoxon"
"435","Hope","2010","2018",0.7,1,"0.700","ns","Wilcoxon"
"436","Hope","2012","2023",0.381063247430251,1,"0.381","ns","Wilcoxon"
"437","Hope","2012","2013",0.260869565217391,1,"0.261","ns","Wilcoxon"
"438","Hope","2012","2014",0.759062676134561,1,"0.759","ns","Wilcoxon"
"439","Hope","2012","2015",0.608695652173913,1,"0.609","ns","Wilcoxon"
"440","Hope","2012","2017",0.818819658755336,1,"0.819","ns","Wilcoxon"
"441","Hope","2012","2019",0.953688198835609,1,"0.954","ns","Wilcoxon"
"442","Hope","2012","2020",0.791759348114119,1,"0.792","ns","Wilcoxon"
"443","Hope","2012","2022",0.753740047019503,1,"0.754","ns","Wilcoxon"
"444","Hope","2012","2024",0.648043071043936,1,"0.648","ns","Wilcoxon"
"445","Hope","2012","2016",0.58695652173913,1,"0.587","ns","Wilcoxon"
"446","Hope","2012","2011",0.470635451505017,1,"0.471","ns","Wilcoxon"
"447","Hope","2012","2018",0.782608695652174,1,"0.783","ns","Wilcoxon"
"448","Hope","2023","2013",0.0947368421052632,1,"0.095","ns","Wilcoxon"
"449","Hope","2023","2014",0.746302420546443,1,"0.746","ns","Wilcoxon"
"450","Hope","2023","2015",0.421052631578947,1,"0.421","ns","Wilcoxon"
"451","Hope","2023","2017",0.36145503031784,1,"0.361","ns","Wilcoxon"
"452","Hope","2023","2019",0.286371049303751,1,"0.286","ns","Wilcoxon"
"453","Hope","2023","2020",0.198737577033983,1,"0.199","ns","Wilcoxon"
"454","Hope","2023","2022",0.163212122482504,1,"0.163","ns","Wilcoxon"
"455","Hope","2023","2024",0.0600567907465336,1,"0.060","ns","Wilcoxon"
"456","Hope","2023","2016",0.168421052631579,1,"0.168","ns","Wilcoxon"
"457","Hope","2023","2011",0.195215311004785,1,"0.195","ns","Wilcoxon"
"458","Hope","2023","2018",0.631578947368421,1,"0.632","ns","Wilcoxon"
"459","Hope","2013","2014",0.209150326797386,1,"0.209","ns","Wilcoxon"
"460","Hope","2013","2015",0.666666666666667,1,"0.667","ns","Wilcoxon"
"461","Hope","2013","2017",0.0294117647058824,1,"0.029","*","Wilcoxon"
"462","Hope","2013","2019",0.0289855072463768,1,"0.029","*","Wilcoxon"
"463","Hope","2013","2020",0.100840336134454,1,"0.101","ns","Wilcoxon"
"464","Hope","2013","2022",0.0434782608695652,1,"0.043","*","Wilcoxon"
"465","Hope","2013","2024",0.0340909090909091,1,"0.034","*","Wilcoxon"
"466","Hope","2013","2016",0.333333333333333,1,"0.333","ns","Wilcoxon"
"467","Hope","2013","2011",0.133333333333333,1,"0.133","ns","Wilcoxon"
"468","Hope","2013","2018",0.666666666666667,1,"0.667","ns","Wilcoxon"
"469","Hope","2014","2015",0.823529411764706,1,"0.824","ns","Wilcoxon"
"470","Hope","2014","2017",0.711206918595364,1,"0.711","ns","Wilcoxon"
"471","Hope","2014","2019",0.510438369150589,1,"0.510","ns","Wilcoxon"
"472","Hope","2014","2020",0.547338981778162,1,"0.547","ns","Wilcoxon"
"473","Hope","2014","2022",0.356002648965276,1,"0.356","ns","Wilcoxon"
"474","Hope","2014","2024",0.279516188869881,1,"0.280","ns","Wilcoxon"
"475","Hope","2014","2016",0.326797385620915,1,"0.327","ns","Wilcoxon"
"476","Hope","2014","2011",0.290196078431373,1,"0.290","ns","Wilcoxon"
"477","Hope","2014","2018",0.705882352941177,1,"0.706","ns","Wilcoxon"
"478","Hope","2015","2017",0.375,1,"0.375","ns","Wilcoxon"
"479","Hope","2015","2019",0.521739130434783,1,"0.522","ns","Wilcoxon"
"480","Hope","2015","2020",0.647058823529412,1,"0.647","ns","Wilcoxon"
"481","Hope","2015","2022",0.347826086956522,1,"0.348","ns","Wilcoxon"
"482","Hope","2015","2024",0.25,1,"0.250","ns","Wilcoxon"
"483","Hope","2015","2016",0.666666666666667,1,"0.667","ns","Wilcoxon"
"484","Hope","2015","2011",0.8,1,"0.800","ns","Wilcoxon"
"485","Hope","2015","2018",1,1,"1.000","ns","Wilcoxon"
"486","Hope","2017","2019",0.914886134167646,1,"0.915","ns","Wilcoxon"
"487","Hope","2017","2020",0.552222224124618,1,"0.552","ns","Wilcoxon"
"488","Hope","2017","2022",0.510720104928646,1,"0.511","ns","Wilcoxon"
"489","Hope","2017","2024",0.429944321040115,1,"0.430","ns","Wilcoxon"
"490","Hope","2017","2016",0.367647058823529,1,"0.368","ns","Wilcoxon"
"491","Hope","2017","2011",0.357069143446852,1,"0.357","ns","Wilcoxon"
"492","Hope","2017","2018",0.625,1,"0.625","ns","Wilcoxon"
"493","Hope","2019","2020",0.714142162074055,1,"0.714","ns","Wilcoxon"
"494","Hope","2019","2022",0.492464312670937,1,"0.492","ns","Wilcoxon"
"495","Hope","2019","2024",0.446274252348343,1,"0.446","ns","Wilcoxon"
"496","Hope","2019","2016",0.463768115942029,1,"0.464","ns","Wilcoxon"
"497","Hope","2019","2011",0.316120401337793,1,"0.316","ns","Wilcoxon"
"498","Hope","2019","2018",0.869565217391304,1,"0.870","ns","Wilcoxon"
"499","Hope","2020","2022",0.844709529089688,1,"0.845","ns","Wilcoxon"
"500","Hope","2020","2024",0.462616026194138,1,"0.463","ns","Wilcoxon"
"501","Hope","2020","2016",0.658823529411765,1,"0.659","ns","Wilcoxon"
"502","Hope","2020","2011",0.354334166098872,1,"0.354","ns","Wilcoxon"
"503","Hope","2020","2018",1,1,"1.000","ns","Wilcoxon"
"504","Hope","2022","2024",0.60986605050089,1,"0.610","ns","Wilcoxon"
"505","Hope","2022","2016",0.72463768115942,1,"0.725","ns","Wilcoxon"
"506","Hope","2022","2011",0.429030100334448,1,"0.429","ns","Wilcoxon"
"507","Hope","2022","2018",1,1,"1.000","ns","Wilcoxon"
"508","Hope","2024","2016",0.742424242424242,1,"0.742","ns","Wilcoxon"
"509","Hope","2024","2011",0.599350649350649,1,"0.599","ns","Wilcoxon"
"510","Hope","2024","2018",1,1,"1.000","ns","Wilcoxon"
"511","Hope","2016","2011",0.8,1,"0.800","ns","Wilcoxon"
"512","Hope","2016","2018",1,1,"1.000","ns","Wilcoxon"
"513","Hope","2011","2018",0.8,1,"0.800","ns","Wilcoxon"
"514","Love","2006","2007",0.607524122129049,1,"0.6075","ns","Wilcoxon"
"515","Love","2006","2009",0.343145193299992,1,"0.3431","ns","Wilcoxon"
"516","Love","2006","2008",0.810041728361825,1,"0.8100","ns","Wilcoxon"
"517","Love","2006","2021",0.462387317891423,1,"0.4624","ns","Wilcoxon"
"518","Love","2006","2010",0.589413892840889,1,"0.5894","ns","Wilcoxon"
"519","Love","2006","2012",0.873084162925106,1,"0.8731","ns","Wilcoxon"
"520","Love","2006","2023",0.158429102395014,1,"0.1584","ns","Wilcoxon"
"521","Love","2006","2013",1,1,"1.0000","ns","Wilcoxon"
"522","Love","2006","2014",0.731924505999079,1,"0.7319","ns","Wilcoxon"
"523","Love","2006","2015",1,1,"1.0000","ns","Wilcoxon"
"524","Love","2006","2017",0.45586354238932,1,"0.4559","ns","Wilcoxon"
"525","Love","2006","2019",0.606315062436669,1,"0.6063","ns","Wilcoxon"
"526","Love","2006","2020",0.134629242436965,1,"0.1346","ns","Wilcoxon"
"527","Love","2006","2022",0.34476411991056,1,"0.3448","ns","Wilcoxon"
"528","Love","2006","2024",0.0163391272498497,1,"0.0163","*","Wilcoxon"
"529","Love","2006","2016",0.263736263736264,1,"0.2637","ns","Wilcoxon"
"530","Love","2006","2011",0.520879120879121,1,"0.5209","ns","Wilcoxon"
"531","Love","2006","2018",0.153846153846154,1,"0.1538","ns","Wilcoxon"
"532","Love","2007","2009",0.777989468391945,1,"0.7780","ns","Wilcoxon"
"533","Love","2007","2008",0.608469703670942,1,"0.6085","ns","Wilcoxon"
"534","Love","2007","2021",0.609202225512631,1,"0.6092","ns","Wilcoxon"
"535","Love","2007","2010",0.497279016169571,1,"0.4973","ns","Wilcoxon"
"536","Love","2007","2012",0.611488879216306,1,"0.6115","ns","Wilcoxon"
"537","Love","2007","2023",0.642314296871229,1,"0.6423","ns","Wilcoxon"
"538","Love","2007","2013",0.641025641025641,1,"0.6410","ns","Wilcoxon"
"539","Love","2007","2014",0.576536933300966,1,"0.5765","ns","Wilcoxon"
"540","Love","2007","2015",0.833333333333333,1,"0.8333","ns","Wilcoxon"
"541","Love","2007","2017",0.609782608695652,1,"0.6098","ns","Wilcoxon"
"542","Love","2007","2019",0.485850540403909,1,"0.4859","ns","Wilcoxon"
"543","Love","2007","2020",0.688562529457851,1,"0.6886","ns","Wilcoxon"
"544","Love","2007","2022",0.806990797405268,1,"0.8070","ns","Wilcoxon"
"545","Love","2007","2024",0.244795872773861,1,"0.2448","ns","Wilcoxon"
"546","Love","2007","2016",0.769230769230769,1,"0.7692","ns","Wilcoxon"
"547","Love","2007","2011",0.949450549450549,1,"0.9495","ns","Wilcoxon"
"548","Love","2007","2018",0.166666666666667,1,"0.1667","ns","Wilcoxon"
"549","Love","2009","2008",0.455806182121972,1,"0.4558","ns","Wilcoxon"
"550","Love","2009","2021",0.441135816368015,1,"0.4411","ns","Wilcoxon"
"551","Love","2009","2010",0.481460311025528,1,"0.4815","ns","Wilcoxon"
"552","Love","2009","2012",0.343533190669623,1,"0.3435","ns","Wilcoxon"
"553","Love","2009","2023",0.80668256228897,1,"0.8067","ns","Wilcoxon"
"554","Love","2009","2013",0.711111111111111,1,"0.7111","ns","Wilcoxon"
"555","Love","2009","2014",0.382603800829672,1,"0.3826","ns","Wilcoxon"
"556","Love","2009","2015",0.888888888888889,1,"0.8889","ns","Wilcoxon"
"557","Love","2009","2017",0.547857087499031,1,"0.5479","ns","Wilcoxon"
"558","Love","2009","2019",0.419546807792685,1,"0.4195","ns","Wilcoxon"
"559","Love","2009","2020",0.987136414698146,1,"0.9871","ns","Wilcoxon"
"560","Love","2009","2022",0.66224938812645,1,"0.6622","ns","Wilcoxon"
"561","Love","2009","2024",0.462065315006491,1,"0.4621","ns","Wilcoxon"
"562","Love","2009","2016",0.711111111111111,1,"0.7111","ns","Wilcoxon"
"563","Love","2009","2011",1,1,"1.0000","ns","Wilcoxon"
"564","Love","2009","2018",0.222222222222222,1,"0.2222","ns","Wilcoxon"
"565","Love","2008","2021",0.792955235488551,1,"0.7930","ns","Wilcoxon"
"566","Love","2008","2010",1,1,"1.0000","ns","Wilcoxon"
"567","Love","2008","2012",0.906230767782279,1,"0.9062","ns","Wilcoxon"
"568","Love","2008","2023",0.331819557114482,1,"0.3318","ns","Wilcoxon"
"569","Love","2008","2013",1,1,"1.0000","ns","Wilcoxon"
"570","Love","2008","2014",0.948388727647086,1,"0.9484","ns","Wilcoxon"
"571","Love","2008","2015",0.857142857142857,1,"0.8571","ns","Wilcoxon"
"572","Love","2008","2017",0.650117354340668,1,"0.6501","ns","Wilcoxon"
"573","Love","2008","2019",0.826809545891191,1,"0.8268","ns","Wilcoxon"
"574","Love","2008","2020",0.216391863263977,1,"0.2164","ns","Wilcoxon"
"575","Love","2008","2022",0.62518126542584,1,"0.6252","ns","Wilcoxon"
"576","Love","2008","2024",0.0256069025851307,1,"0.0256","*","Wilcoxon"
"577","Love","2008","2016",0.228571428571429,1,"0.2286","ns","Wilcoxon"
"578","Love","2008","2011",0.411764705882353,1,"0.4118","ns","Wilcoxon"
"579","Love","2008","2018",0.285714285714286,1,"0.2857","ns","Wilcoxon"
"580","Love","2021","2010",0.627474854947893,1,"0.6275","ns","Wilcoxon"
"581","Love","2021","2012",0.712611656958786,1,"0.7126","ns","Wilcoxon"
"582","Love","2021","2023",0.398011198136076,1,"0.3980","ns","Wilcoxon"
"583","Love","2021","2013",0.416666666666667,1,"0.4167","ns","Wilcoxon"
"584","Love","2021","2014",0.399683405631206,1,"0.3997","ns","Wilcoxon"
"585","Love","2021","2015",0.4,1,"0.4000","ns","Wilcoxon"
"586","Love","2021","2017",0.651618721083215,1,"0.6516","ns","Wilcoxon"
"587","Love","2021","2019",0.91078770650517,1,"0.9108","ns","Wilcoxon"
"588","Love","2021","2020",0.293623995696081,1,"0.2936","ns","Wilcoxon"
"589","Love","2021","2022",0.214603056894492,1,"0.2146","ns","Wilcoxon"
"590","Love","2021","2024",0.00995361071689241,1,"0.0100","**","Wilcoxon"
"591","Love","2021","2016",0.0666666666666667,1,"0.0667","ns","Wilcoxon"
"592","Love","2021","2011",0.958823529411765,1,"0.9588","ns","Wilcoxon"
"593","Love","2021","2018",0.133333333333333,1,"0.1333","ns","Wilcoxon"
"594","Love","2010","2012",0.826040319378481,1,"0.8260","ns","Wilcoxon"
"595","Love","2010","2023",0.270934928486798,1,"0.2709","ns","Wilcoxon"
"596","Love","2010","2013",0.857142857142857,1,"0.8571","ns","Wilcoxon"
"597","Love","2010","2014",0.706895302687501,1,"0.7069","ns","Wilcoxon"
"598","Love","2010","2015",0.7,1,"0.7000","ns","Wilcoxon"
"599","Love","2010","2017",0.607408768662072,1,"0.6074","ns","Wilcoxon"
"600","Love","2010","2019",0.826040319378481,1,"0.8260","ns","Wilcoxon"
"601","Love","2010","2020",0.198248497985803,1,"0.1982","ns","Wilcoxon"
"602","Love","2010","2022",0.492537024971944,1,"0.4925","ns","Wilcoxon"
"603","Love","2010","2024",0.00699485441242759,1,"0.0070","**","Wilcoxon"
"604","Love","2010","2016",0.152380952380952,1,"0.1524","ns","Wilcoxon"
"605","Love","2010","2011",0.55742518351214,1,"0.5574","ns","Wilcoxon"
"606","Love","2010","2018",0.2,1,"0.2000","ns","Wilcoxon"
"607","Love","2012","2023",0.189523425831426,1,"0.1895","ns","Wilcoxon"
"608","Love","2012","2013",0.956521739130435,1,"0.9565","ns","Wilcoxon"
"609","Love","2012","2014",0.87239772109756,1,"0.8724","ns","Wilcoxon"
"610","Love","2012","2015",0.869565217391304,1,"0.8696","ns","Wilcoxon"
"611","Love","2012","2017",0.771673751009344,1,"0.7717","ns","Wilcoxon"
"612","Love","2012","2019",0.650328958993818,1,"0.6503","ns","Wilcoxon"
"613","Love","2012","2020",0.120636435920998,1,"0.1206","ns","Wilcoxon"
"614","Love","2012","2022",0.310542593738453,1,"0.3105","ns","Wilcoxon"
"615","Love","2012","2024",0.0115367121035928,1,"0.0115","*","Wilcoxon"
"616","Love","2012","2016",0.217391304347826,1,"0.2174","ns","Wilcoxon"
"617","Love","2012","2011",0.607357859531772,1,"0.6074","ns","Wilcoxon"
"618","Love","2012","2018",0.260869565217391,1,"0.2609","ns","Wilcoxon"
"619","Love","2023","2013",0.442105263157895,1,"0.4421","ns","Wilcoxon"
"620","Love","2023","2014",0.210871581359752,1,"0.2109","ns","Wilcoxon"
"621","Love","2023","2015",0.631578947368421,1,"0.6316","ns","Wilcoxon"
"622","Love","2023","2017",0.324721942162118,1,"0.3247","ns","Wilcoxon"
"623","Love","2023","2019",0.338393816868043,1,"0.3384","ns","Wilcoxon"
"624","Love","2023","2020",0.883640269405325,1,"0.8836","ns","Wilcoxon"
"625","Love","2023","2022",0.861319670422564,1,"0.8613","ns","Wilcoxon"
"626","Love","2023","2024",0.196966102908392,1,"0.1970","ns","Wilcoxon"
"627","Love","2023","2016",0.442105263157895,1,"0.4421","ns","Wilcoxon"
"628","Love","2023","2011",0.967053998632946,1,"0.9671","ns","Wilcoxon"
"629","Love","2023","2018",0.105263157894737,1,"0.1053","ns","Wilcoxon"
"630","Love","2013","2014",0.941176470588235,1,"0.9412","ns","Wilcoxon"
"631","Love","2013","2015",0.666666666666667,1,"0.6667","ns","Wilcoxon"
"632","Love","2013","2017",0.529411764705882,1,"0.5294","ns","Wilcoxon"
"633","Love","2013","2019",0.521739130434783,1,"0.5217","ns","Wilcoxon"
"634","Love","2013","2020",0.443697478991597,1,"0.4437","ns","Wilcoxon"
"635","Love","2013","2022",0.405797101449275,1,"0.4058","ns","Wilcoxon"
"636","Love","2013","2024",0.159090909090909,1,"0.1591","ns","Wilcoxon"
"637","Love","2013","2016",0.333333333333333,1,"0.3333","ns","Wilcoxon"
"638","Love","2013","2011",0.8,1,"0.8000","ns","Wilcoxon"
"639","Love","2013","2018",0.666666666666667,1,"0.6667","ns","Wilcoxon"
"640","Love","2014","2015",0.941176470588235,1,"0.9412","ns","Wilcoxon"
"641","Love","2014","2017",0.358083796411991,1,"0.3581","ns","Wilcoxon"
"642","Love","2014","2019",0.455492728010299,1,"0.4555","ns","Wilcoxon"
"643","Love","2014","2020",0.0988182629133691,1,"0.0988","ns","Wilcoxon"
"644","Love","2014","2022",0.190671482440189,1,"0.1907","ns","Wilcoxon"
"645","Love","2014","2024",0.00372787660677647,0.64,"0.0037","**","Wilcoxon"
"646","Love","2014","2016",0.0784313725490196,1,"0.0784","ns","Wilcoxon"
"647","Love","2014","2011",0.681940144478844,1,"0.6819","ns","Wilcoxon"
"648","Love","2014","2018",0.117647058823529,1,"0.1176","ns","Wilcoxon"
"649","Love","2015","2017",0.25,1,"0.2500","ns","Wilcoxon"
"650","Love","2015","2019",0.608695652173913,1,"0.6087","ns","Wilcoxon"
"651","Love","2015","2020",0.588235294117647,1,"0.5882","ns","Wilcoxon"
"652","Love","2015","2022",0.608695652173913,1,"0.6087","ns","Wilcoxon"
"653","Love","2015","2024",0.3125,1,"0.3125","ns","Wilcoxon"
"654","Love","2015","2016",0.666666666666667,1,"0.6667","ns","Wilcoxon"
"655","Love","2015","2011",0.8,1,"0.8000","ns","Wilcoxon"
"656","Love","2015","2018",1,1,"1.0000","ns","Wilcoxon"
"657","Love","2017","2019",0.866612840177173,1,"0.8666","ns","Wilcoxon"
"658","Love","2017","2020",0.320646984994041,1,"0.3206","ns","Wilcoxon"
"659","Love","2017","2022",0.236934299872304,1,"0.2369","ns","Wilcoxon"
"660","Love","2017","2024",0.00761401399780227,1,"0.0076","**","Wilcoxon"
"661","Love","2017","2016",0.0882352941176471,1,"0.0882","ns","Wilcoxon"
"662","Love","2017","2011",0.961300309597523,1,"0.9613","ns","Wilcoxon"
"663","Love","2017","2018",0.125,1,"0.1250","ns","Wilcoxon"
"664","Love","2019","2020",0.22133775001521,1,"0.2213","ns","Wilcoxon"
"665","Love","2019","2022",0.345323552282634,1,"0.3453","ns","Wilcoxon"
"666","Love","2019","2024",0.00521106503561327,0.89,"0.0052","**","Wilcoxon"
"667","Love","2019","2016",0.0434782608695652,1,"0.0435","*","Wilcoxon"
"668","Love","2019","2011",0.97257525083612,1,"0.9726","ns","Wilcoxon"
"669","Love","2019","2018",0.173913043478261,1,"0.1739","ns","Wilcoxon"
"670","Love","2020","2022",0.639328896416746,1,"0.6393","ns","Wilcoxon"
"671","Love","2020","2024",0.180403730068696,1,"0.1804","ns","Wilcoxon"
"672","Love","2020","2016",0.443697478991597,1,"0.4437","ns","Wilcoxon"
"673","Love","2020","2011",0.906109470815353,1,"0.9061","ns","Wilcoxon"
"674","Love","2020","2018",0.0588235294117647,1,"0.0588","ns","Wilcoxon"
"675","Love","2022","2024",0.0847578859215185,1,"0.0848","ns","Wilcoxon"
"676","Love","2022","2016",0.144927536231884,1,"0.1449","ns","Wilcoxon"
"677","Love","2022","2011",0.918260869565217,1,"0.9183","ns","Wilcoxon"
"678","Love","2022","2018",0.173913043478261,1,"0.1739","ns","Wilcoxon"
"679","Love","2024","2016",0.852272727272727,1,"0.8523","ns","Wilcoxon"
"680","Love","2024","2011",0.378800611153552,1,"0.3788","ns","Wilcoxon"
"681","Love","2024","2018",0.0625,1,"0.0625","ns","Wilcoxon"
"682","Love","2016","2011",0.533333333333333,1,"0.5333","ns","Wilcoxon"
"683","Love","2016","2018",0.666666666666667,1,"0.6667","ns","Wilcoxon"
"684","Love","2011","2018",0.4,1,"0.4000","ns","Wilcoxon"
"685","Nostalgia","2006","2007",0.379339061799689,1,"0.3793","ns","Wilcoxon"
"686","Nostalgia","2006","2009",0.305390172263237,1,"0.3054","ns","Wilcoxon"
"687","Nostalgia","2006","2008",0.611412418514316,1,"0.6114","ns","Wilcoxon"
"688","Nostalgia","2006","2021",0.117926007227394,1,"0.1179","ns","Wilcoxon"
"689","Nostalgia","2006","2010",0.0848242309189255,1,"0.0848","ns","Wilcoxon"
